sim_num,final_bankroll,roi_pct
615,210.55,110.6
616,210.68,110.7
617,210.56,110.6
618,210.59,110.6
619,210.59,110.6
620,210.56,110.6
621,210.55,110.6
622,210.47,110.5
623,210.62,110.6
624,210.58,110.6
625,210.58,110.6
626,210.62,110.6
627,210.6,110.6
628,210.65,110.7
629,210.61,110.6
630,210.58,110.6
631,210.59,110.6
632,210.67,110.7
633,210.63,110.6
634,210.61,110.6
635,210.62,110.6
636,210.64,110.6
637,210.6,110.6
638,210.62,110.6
639,210.57,110.6
640,210.58,110.6
641,210.63,110.6
642,210.71,110.7
643,210.53,110.5
644,210.62,110.6
645,210.58,110.6
646,210.62,110.6
647,210.61,110.6
648,210.53,110.5
649,210.7,110.7
650,210.62,110.6
651,210.45,110.4
652,210.65,110.7
653,210.57,110.6
654,210.58,110.6
655,210.69,110.7
656,210.56,110.6
657,210.54,110.5
658,210.6,110.6
659,210.65,110.7
660,210.49,110.5
661,210.64,110.6
662,210.57,110.6
663,210.57,110.6
664,210.67,110.7
665,210.47,110.5
666,210.6,110.6
667,210.58,110.6
668,210.62,110.6
669,210.65,110.7
670,210.63,110.6
671,210.53,110.5
672,210.63,110.6
673,210.65,110.7
674,210.59,110.6
675,210.61,110.6
676,210.56,110.6
677,210.59,110.6
678,210.55,110.6
679,210.52,110.5
680,210.52,110.5
681,210.54,110.5
682,210.64,110.6
683,210.56,110.6
684,210.63,110.6
685,210.58,110.6
686,210.65,110.7
687,210.58,110.6
688,210.71,110.7
689,210.52,110.5
690,210.57,110.6
691,210.59,110.6
692,210.63,110.6
693,210.59,110.6
694,210.6,110.6
695,210.61,110.6
696,210.63,110.6
697,210.45,110.4
698,210.63,110.6
699,210.63,110.6
700,210.55,110.6
701,210.53,110.5
702,210.46,110.5
703,210.55,110.6
704,210.54,110.5
705,210.55,110.6
706,210.6,110.6
707,210.56,110.6
708,210.56,110.6
709,210.58,110.6
710,210.6,110.6
711,210.5,110.5
712,210.52,110.5
713,210.54,110.5
714,210.63,110.6
715,210.64,110.6
716,210.59,110.6
717,210.59,110.6
718,210.51,110.5
719,210.64,110.6
720,210.64,110.6
721,210.64,110.6
722,210.57,110.6
723,210.6,110.6
724,210.5,110.5
725,210.6,110.6
726,210.61,110.6
727,210.54,110.5
728,210.58,110.6
729,210.59,110.6
730,210.62,110.6
731,210.57,110.6
732,210.62,110.6
733,210.59,110.6
734,210.58,110.6
735,210.55,110.6
