time,open,high,low,close,volume,tbbav
2026-01-08 17:00:00+00:00,90926.84,91440.0,90842.0,91366.39,874.20589,464.61994
2026-01-08 18:00:00+00:00,91366.39,91469.0,90952.0,91117.35,517.40477,244.61985
2026-01-08 19:00:00+00:00,91117.35,91333.0,90812.98,90937.41,409.298,191.40225
2026-01-08 20:00:00+00:00,90937.42,90996.02,90568.11,90927.62,476.53275,234.14305
2026-01-08 21:00:00+00:00,90927.63,91336.63,90917.7,91272.96,629.96765,428.67674
2026-01-08 22:00:00+00:00,91272.96,91493.0,91033.11,91231.9,417.67218,220.85373
2026-01-08 23:00:00+00:00,91231.89,91336.63,91046.87,91099.99,233.87135,128.02597
2026-01-09 00:00:00+00:00,91100.0,91307.72,91058.7,91290.33,179.40576,103.14429
2026-01-09 01:00:00+00:00,91290.34,91632.1,90850.0,91056.19,545.56598,280.32954
2026-01-09 02:00:00+00:00,91056.2,91481.19,91023.0,91038.38,431.1021,223.24439
2026-01-09 03:00:00+00:00,91038.39,91271.73,90941.44,91220.23,417.7946,232.08315
2026-01-09 04:00:00+00:00,91220.24,91236.72,90933.3,91012.8,322.36121,223.5959
2026-01-09 05:00:00+00:00,91012.81,91119.81,90882.71,91091.82,292.21625,86.28308
2026-01-09 06:00:00+00:00,91091.82,91146.47,90989.29,91137.58,209.50276,111.57531
2026-01-09 07:00:00+00:00,91137.58,91137.58,90738.34,90741.84,669.4759,192.39522
2026-01-09 08:00:00+00:00,90741.85,90843.77,89694.66,90033.52,1141.88324,419.14512
2026-01-09 09:00:00+00:00,90033.52,90481.2,90014.6,90338.46,507.45187,308.31787
2026-01-09 10:00:00+00:00,90338.47,90558.01,90283.47,90485.87,396.79277,263.68812
2026-01-09 11:00:00+00:00,90485.87,90691.32,90404.21,90463.11,540.59585,330.07195
2026-01-09 12:00:00+00:00,90463.12,90603.53,90235.13,90449.23,690.17113,423.84583
2026-01-09 13:00:00+00:00,90449.22,90938.62,90405.15,90607.66,722.68305,408.75205
2026-01-09 14:00:00+00:00,90607.66,90666.91,89940.0,90150.0,840.37741,386.49771
2026-01-09 15:00:00+00:00,90150.01,92082.55,89850.0,91176.47,3441.12901,2214.57367
2026-01-09 16:00:00+00:00,91176.48,91783.32,91175.79,91623.89,1143.47636,600.4643
2026-01-09 17:00:00+00:00,91623.89,91680.41,91012.0,91422.23,688.89123,388.42718
2026-01-09 18:00:00+00:00,91422.23,91507.82,90340.0,90820.31,551.14415,252.25944
2026-01-09 19:00:00+00:00,90820.3,90820.3,90190.0,90332.15,578.57871,235.33828
2026-01-09 20:00:00+00:00,90332.14,90580.62,90235.0,90303.36,313.31668,160.94754
2026-01-09 21:00:00+00:00,90303.37,90643.81,90113.87,90541.97,207.05117,115.7709
2026-01-09 22:00:00+00:00,90541.98,90723.06,90353.91,90630.08,575.52178,470.13478
2026-01-09 23:00:00+00:00,90630.08,90732.01,90604.58,90641.28,183.79042,81.54708
2026-01-10 00:00:00+00:00,90641.27,90693.89,90527.99,90600.0,151.21516,65.93167
2026-01-10 01:00:00+00:00,90600.0,90732.2,90587.0,90688.0,113.18366,50.09778
2026-01-10 02:00:00+00:00,90688.0,90782.23,90607.02,90697.17,139.70054,61.15488
2026-01-10 03:00:00+00:00,90697.17,90697.18,90554.26,90626.14,124.89032,53.66679
2026-01-10 04:00:00+00:00,90626.15,90649.99,90408.23,90448.3,164.87324,62.97568
2026-01-10 05:00:00+00:00,90448.3,90617.62,90431.45,90603.52,84.41081,47.71675
2026-01-10 06:00:00+00:00,90603.52,90603.53,90474.35,90505.47,74.15884,23.77635
2026-01-10 07:00:00+00:00,90505.48,90682.7,90505.47,90678.5,168.18359,103.02323
2026-01-10 08:00:00+00:00,90678.5,90773.33,90618.28,90661.95,288.33994,206.99239
2026-01-10 09:00:00+00:00,90661.94,90768.97,90630.09,90768.96,158.69299,103.97924
2026-01-10 10:00:00+00:00,90768.97,90832.0,90728.45,90828.0,126.67512,68.33333
2026-01-10 11:00:00+00:00,90828.0,90828.0,90708.25,90723.86,73.68827,32.30732
2026-01-10 12:00:00+00:00,90723.87,90788.78,90665.75,90733.71,94.62022,41.406
2026-01-10 13:00:00+00:00,90733.71,90772.78,90633.86,90656.51,82.9916,36.79024
2026-01-10 14:00:00+00:00,90656.52,90658.69,90538.46,90591.01,144.35468,59.30685
2026-01-10 15:00:00+00:00,90591.01,90665.76,90584.17,90665.75,92.51513,45.9529
2026-01-10 16:00:00+00:00,90665.76,90725.74,90609.56,90676.66,142.80125,77.01998
2026-01-10 17:00:00+00:00,90676.66,90746.0,90544.96,90544.96,152.86625,63.9941
2026-01-10 18:00:00+00:00,90544.96,90595.63,90504.55,90595.62,158.53961,72.26521
2026-01-10 19:00:00+00:00,90595.62,90631.37,90580.61,90626.54,75.9405,44.75046
2026-01-10 20:00:00+00:00,90626.54,90659.03,90571.0,90572.86,99.38243,52.97717
2026-01-10 21:00:00+00:00,90572.86,90572.86,90500.38,90510.74,144.94285,56.75124
2026-01-10 22:00:00+00:00,90510.75,90600.0,90404.0,90427.76,161.64189,79.92383
2026-01-10 23:00:00+00:00,90427.76,90567.15,90427.75,90504.7,85.50833,40.88044
2026-01-11 00:00:00+00:00,90504.7,90650.75,90451.1,90640.44,114.3636,56.18734
2026-01-11 01:00:00+00:00,90640.44,90675.53,90558.95,90628.23,83.46973,33.35219
2026-01-11 02:00:00+00:00,90628.24,90731.9,90615.34,90699.0,123.06702,82.59798
2026-01-11 03:00:00+00:00,90699.0,90737.95,90631.64,90733.5,142.98004,97.80473
2026-01-11 04:00:00+00:00,90733.49,90785.48,90661.53,90785.48,141.85581,76.34248
2026-01-11 05:00:00+00:00,90785.48,90850.0,90740.0,90774.43,128.06651,69.4974
