sim_num,final_bankroll,roi_pct
116,68.6,-31.4
117,68.54,-31.5
118,68.6,-31.4
119,68.58,-31.4
120,68.55,-31.4
121,68.6,-31.4
122,68.66,-31.3
123,68.6,-31.4
124,68.56,-31.4
125,68.58,-31.4
126,68.65,-31.3
127,68.62,-31.4
128,68.62,-31.4
129,68.6,-31.4
130,68.56,-31.4
131,68.57,-31.4
132,68.62,-31.4
133,68.56,-31.4
134,68.6,-31.4
135,68.58,-31.4
136,68.59,-31.4
137,68.64,-31.4
138,68.55,-31.4
139,68.61,-31.4
140,68.6,-31.4
141,68.61,-31.4
142,68.6,-31.4
143,68.61,-31.4
144,68.62,-31.4
145,68.58,-31.4
146,68.62,-31.4
147,68.67,-31.3
148,68.55,-31.4
149,68.55,-31.4
150,68.59,-31.4
151,68.58,-31.4
152,68.58,-31.4
153,68.62,-31.4
154,68.58,-31.4
155,68.54,-31.5
156,68.58,-31.4
157,68.56,-31.4
158,68.57,-31.4
159,68.63,-31.4
160,68.59,-31.4
161,68.63,-31.4
162,68.68,-31.3
163,68.63,-31.4
164,68.68,-31.3
165,68.64,-31.4
166,68.61,-31.4
167,68.55,-31.4
168,68.62,-31.4
169,68.58,-31.4
170,68.6,-31.4
171,68.6,-31.4
172,68.6,-31.4
173,68.59,-31.4
174,68.64,-31.4
175,68.6,-31.4
176,68.63,-31.4
177,68.64,-31.4
178,68.58,-31.4
179,68.56,-31.4
180,68.57,-31.4
181,68.56,-31.4
182,68.64,-31.4
183,68.62,-31.4
184,68.59,-31.4
185,68.59,-31.4
186,68.59,-31.4
187,68.6,-31.4
188,68.61,-31.4
189,68.58,-31.4
190,68.61,-31.4
191,68.62,-31.4
192,68.65,-31.3
193,68.61,-31.4
194,68.54,-31.5
195,68.53,-31.5
196,68.58,-31.4
197,68.62,-31.4
198,68.55,-31.4
199,68.56,-31.4
200,68.6,-31.4
201,68.57,-31.4
202,68.63,-31.4
203,68.58,-31.4
204,68.55,-31.4
205,68.61,-31.4
206,68.6,-31.4
207,68.59,-31.4
208,68.63,-31.4
209,68.63,-31.4
210,68.58,-31.4
211,68.65,-31.3
212,68.63,-31.4
213,68.6,-31.4
214,68.61,-31.4
215,68.64,-31.4
216,68.58,-31.4
217,68.6,-31.4
218,68.59,-31.4
219,68.65,-31.3
220,68.61,-31.4
221,68.59,-31.4
222,68.59,-31.4
223,68.63,-31.4
224,68.62,-31.4
225,68.61,-31.4
226,68.61,-31.4
227,68.56,-31.4
228,68.58,-31.4
229,68.58,-31.4
230,68.58,-31.4
231,68.56,-31.4
232,68.6,-31.4
233,68.6,-31.4
234,68.56,-31.4
235,68.56,-31.4
236,68.62,-31.4
237,68.58,-31.4
238,68.63,-31.4
239,68.55,-31.4
240,68.6,-31.4
241,68.65,-31.3
242,68.56,-31.4
243,68.59,-31.4
244,68.6,-31.4
245,68.53,-31.5
246,68.57,-31.4
247,68.62,-31.4
248,68.62,-31.4
249,68.64,-31.4
250,68.53,-31.5
251,68.57,-31.4
252,68.62,-31.4
253,68.57,-31.4
254,68.56,-31.4
255,68.65,-31.3
256,68.62,-31.4
257,68.62,-31.4
258,68.57,-31.4
259,68.64,-31.4
260,68.61,-31.4
261,68.65,-31.3
262,68.58,-31.4
263,68.61,-31.4
264,68.54,-31.5
265,68.59,-31.4
266,68.55,-31.4
267,68.58,-31.4
268,68.61,-31.4
269,68.55,-31.4
270,68.57,-31.4
271,68.58,-31.4
272,68.6,-31.4
273,68.61,-31.4
274,68.59,-31.4
275,68.62,-31.4
276,68.6,-31.4
277,68.6,-31.4
278,68.59,-31.4
279,68.6,-31.4
280,68.65,-31.3
281,68.62,-31.4
282,68.63,-31.4
283,68.62,-31.4
284,68.65,-31.3
285,68.59,-31.4
286,68.6,-31.4
287,68.6,-31.4
288,68.56,-31.4
289,68.67,-31.3
290,68.6,-31.4
291,68.64,-31.4
292,68.58,-31.4
293,68.6,-31.4
294,68.6,-31.4
295,68.6,-31.4
296,68.59,-31.4
297,68.6,-31.4
298,68.57,-31.4
299,68.57,-31.4
300,68.63,-31.4
301,68.59,-31.4
302,68.6,-31.4
303,68.56,-31.4
304,68.58,-31.4
305,68.68,-31.3
306,68.59,-31.4
307,68.54,-31.5
308,68.61,-31.4
309,68.63,-31.4
310,68.58,-31.4
311,68.58,-31.4
312,68.59,-31.4
313,68.59,-31.4
314,68.6,-31.4
315,68.58,-31.4
316,68.57,-31.4
317,68.62,-31.4
318,68.6,-31.4
319,68.62,-31.4
320,68.67,-31.3
321,68.58,-31.4
322,68.65,-31.3
323,68.64,-31.4
324,68.58,-31.4
325,68.58,-31.4
326,68.57,-31.4
327,68.55,-31.4
328,68.61,-31.4
329,68.55,-31.4
330,68.59,-31.4
331,68.66,-31.3
332,68.6,-31.4
333,68.59,-31.4
334,68.58,-31.4
335,68.55,-31.4
336,68.63,-31.4
337,68.61,-31.4
338,68.56,-31.4
339,68.54,-31.5
340,68.63,-31.4
341,68.56,-31.4
342,68.56,-31.4
343,68.64,-31.4
344,68.59,-31.4
345,68.63,-31.4
346,68.63,-31.4
347,68.67,-31.3
348,68.58,-31.4
349,68.63,-31.4
350,68.63,-31.4
351,68.59,-31.4
352,68.62,-31.4
353,68.59,-31.4
354,68.63,-31.4
355,68.54,-31.5
356,68.56,-31.4
357,68.62,-31.4
358,68.6,-31.4
359,68.62,-31.4
360,68.51,-31.5
361,68.59,-31.4
362,68.61,-31.4
363,68.59,-31.4
364,68.61,-31.4
365,68.57,-31.4
366,68.62,-31.4
367,68.56,-31.4
368,68.62,-31.4
369,68.63,-31.4
370,68.64,-31.4
371,68.58,-31.4
372,68.61,-31.4
373,68.63,-31.4
374,68.57,-31.4
375,68.65,-31.3
376,68.62,-31.4
377,68.58,-31.4
378,68.62,-31.4
379,68.56,-31.4
380,68.55,-31.4
381,68.6,-31.4
382,68.63,-31.4
383,68.69,-31.3
384,68.55,-31.4
385,68.62,-31.4
386,68.63,-31.4
387,68.59,-31.4
388,68.64,-31.4
389,68.58,-31.4
390,68.56,-31.4
391,68.57,-31.4
392,68.63,-31.4
393,68.64,-31.4
394,68.62,-31.4
395,68.58,-31.4
396,68.56,-31.4
397,68.64,-31.4
398,68.64,-31.4
399,68.62,-31.4
400,68.65,-31.3
401,68.63,-31.4
402,68.57,-31.4
403,68.62,-31.4
404,68.56,-31.4
405,68.57,-31.4
406,68.62,-31.4
407,68.58,-31.4
408,68.49,-31.5
409,68.6,-31.4
410,68.61,-31.4
411,68.55,-31.4
412,68.59,-31.4
413,68.55,-31.4
414,68.62,-31.4
415,68.59,-31.4
416,68.59,-31.4
417,68.61,-31.4
418,68.55,-31.4
419,68.62,-31.4
420,68.6,-31.4
421,68.62,-31.4
422,68.63,-31.4
423,68.59,-31.4
424,68.63,-31.4
425,68.61,-31.4
426,68.62,-31.4
427,68.65,-31.3
428,68.64,-31.4
429,68.53,-31.5
430,68.6,-31.4
431,68.6,-31.4
432,68.59,-31.4
433,68.61,-31.4
434,68.6,-31.4
435,68.62,-31.4
436,68.63,-31.4
437,68.61,-31.4
438,68.6,-31.4
439,68.59,-31.4
440,68.63,-31.4
441,68.56,-31.4
442,68.63,-31.4
443,68.58,-31.4
444,68.56,-31.4
445,68.59,-31.4
446,68.6,-31.4
447,68.66,-31.3
448,68.63,-31.4
449,68.66,-31.3
450,68.54,-31.5
451,68.61,-31.4
452,68.54,-31.5
453,68.63,-31.4
454,68.65,-31.3
455,68.66,-31.3
456,68.66,-31.3
457,68.57,-31.4
458,68.62,-31.4
459,68.55,-31.4
460,68.63,-31.4
461,68.66,-31.3
462,68.61,-31.4
463,68.64,-31.4
464,68.64,-31.4
465,68.6,-31.4
466,68.63,-31.4
467,68.58,-31.4
468,68.58,-31.4
469,68.62,-31.4
470,68.56,-31.4
471,68.68,-31.3
472,68.61,-31.4
473,68.57,-31.4
474,68.61,-31.4
475,68.58,-31.4
476,68.6,-31.4
477,68.61,-31.4
478,68.54,-31.5
479,68.61,-31.4
480,68.63,-31.4
481,68.59,-31.4
482,68.63,-31.4
483,68.56,-31.4
484,68.61,-31.4
485,68.56,-31.4
486,68.61,-31.4
487,68.59,-31.4
488,68.64,-31.4
489,68.63,-31.4
490,68.62,-31.4
491,68.63,-31.4
492,68.64,-31.4
493,68.58,-31.4
494,68.57,-31.4
495,68.61,-31.4
496,68.54,-31.5
497,68.59,-31.4
498,68.6,-31.4
499,68.51,-31.5
500,68.65,-31.3
501,68.61,-31.4
502,68.67,-31.3
503,68.66,-31.3
504,68.67,-31.3
505,68.65,-31.3
506,68.59,-31.4
507,68.6,-31.4
508,68.61,-31.4
509,68.61,-31.4
510,68.61,-31.4
511,68.63,-31.4
512,68.67,-31.3
513,68.59,-31.4
514,68.64,-31.4
515,68.58,-31.4
516,68.63,-31.4
517,68.56,-31.4
518,68.61,-31.4
519,68.66,-31.3
520,68.64,-31.4
521,68.66,-31.3
522,68.56,-31.4
523,68.58,-31.4
524,68.57,-31.4
525,68.62,-31.4
526,68.54,-31.5
527,68.64,-31.4
528,68.62,-31.4
529,68.63,-31.4
530,68.64,-31.4
531,68.63,-31.4
532,68.62,-31.4
533,68.58,-31.4
534,68.56,-31.4
535,68.59,-31.4
536,68.57,-31.4
537,68.59,-31.4
538,68.57,-31.4
539,68.55,-31.4
540,68.58,-31.4
541,68.59,-31.4
542,68.6,-31.4
543,68.62,-31.4
544,68.58,-31.4
545,68.64,-31.4
546,68.56,-31.4
547,68.59,-31.4
548,68.56,-31.4
549,68.6,-31.4
550,68.62,-31.4
551,68.63,-31.4
552,68.58,-31.4
553,68.67,-31.3
554,68.58,-31.4
555,68.59,-31.4
556,68.62,-31.4
557,68.64,-31.4
558,68.61,-31.4
559,68.55,-31.4
560,68.56,-31.4
561,68.55,-31.4
562,68.55,-31.4
563,68.57,-31.4
564,68.66,-31.3
565,68.58,-31.4
566,68.64,-31.4
567,68.61,-31.4
568,68.59,-31.4
569,68.6,-31.4
570,68.6,-31.4
571,68.61,-31.4
572,68.58,-31.4
573,68.56,-31.4
574,68.68,-31.3
575,68.57,-31.4
576,68.58,-31.4
577,68.63,-31.4
578,68.64,-31.4
579,68.56,-31.4
580,68.57,-31.4
581,68.72,-31.3
582,68.6,-31.4
583,68.59,-31.4
584,68.6,-31.4
585,68.64,-31.4
586,68.56,-31.4
587,68.61,-31.4
588,68.61,-31.4
589,68.56,-31.4
590,68.59,-31.4
591,68.63,-31.4
592,68.53,-31.5
593,68.58,-31.4
594,68.59,-31.4
595,68.57,-31.4
596,68.66,-31.3
597,68.6,-31.4
598,68.61,-31.4
599,68.63,-31.4
600,68.61,-31.4
601,68.56,-31.4
602,68.6,-31.4
603,68.62,-31.4
604,68.61,-31.4
605,68.6,-31.4
606,68.58,-31.4
607,68.65,-31.3
608,68.62,-31.4
609,68.62,-31.4
610,68.6,-31.4
611,68.59,-31.4
612,68.6,-31.4
613,68.66,-31.3
614,68.61,-31.4
615,68.6,-31.4
616,68.63,-31.4
617,68.62,-31.4
618,68.61,-31.4
619,68.62,-31.4
620,68.61,-31.4
621,68.62,-31.4
622,68.66,-31.3
623,68.55,-31.4
624,68.61,-31.4
625,68.58,-31.4
626,68.57,-31.4
627,68.59,-31.4
628,68.63,-31.4
629,68.66,-31.3
630,68.55,-31.4
631,68.57,-31.4
632,68.56,-31.4
633,68.56,-31.4
634,68.6,-31.4
635,68.61,-31.4
636,68.6,-31.4
637,68.66,-31.3
638,68.56,-31.4
639,68.62,-31.4
640,68.56,-31.4
641,68.57,-31.4
642,68.62,-31.4
643,68.6,-31.4
644,68.57,-31.4
645,68.62,-31.4
646,68.62,-31.4
647,68.63,-31.4
648,68.58,-31.4
649,68.6,-31.4
650,68.64,-31.4
651,68.57,-31.4
652,68.6,-31.4
653,68.6,-31.4
654,68.66,-31.3
655,68.63,-31.4
656,68.65,-31.3
657,68.54,-31.5
658,68.59,-31.4
659,68.59,-31.4
660,68.65,-31.3
661,68.58,-31.4
662,68.65,-31.3
663,68.66,-31.3
664,68.56,-31.4
665,68.62,-31.4
666,68.54,-31.5
667,68.61,-31.4
668,68.6,-31.4
669,68.53,-31.5
670,68.61,-31.4
671,68.62,-31.4
672,68.65,-31.3
673,68.53,-31.5
674,68.64,-31.4
675,68.62,-31.4
676,68.57,-31.4
677,68.6,-31.4
678,68.62,-31.4
679,68.59,-31.4
680,68.62,-31.4
681,68.63,-31.4
682,68.61,-31.4
683,68.61,-31.4
684,68.6,-31.4
685,68.6,-31.4
686,68.62,-31.4
687,68.61,-31.4
688,68.63,-31.4
689,68.6,-31.4
690,68.6,-31.4
691,68.57,-31.4
692,68.58,-31.4
693,68.64,-31.4
694,68.63,-31.4
695,68.61,-31.4
696,68.64,-31.4
697,68.63,-31.4
698,68.58,-31.4
699,68.57,-31.4
700,68.6,-31.4
701,68.63,-31.4
702,68.67,-31.3
703,68.67,-31.3
704,68.65,-31.3
705,68.63,-31.4
706,68.58,-31.4
707,68.66,-31.3
708,68.59,-31.4
709,68.63,-31.4
710,68.64,-31.4
711,68.55,-31.4
712,68.6,-31.4
713,68.6,-31.4
714,68.59,-31.4
715,68.61,-31.4
716,68.61,-31.4
717,68.59,-31.4
718,68.63,-31.4
719,68.61,-31.4
720,68.63,-31.4
721,68.59,-31.4
722,68.59,-31.4
723,68.61,-31.4
724,68.6,-31.4
725,68.61,-31.4
726,68.65,-31.3
727,68.59,-31.4
728,68.55,-31.4
729,68.59,-31.4
730,68.62,-31.4
731,68.62,-31.4
732,68.62,-31.4
733,68.58,-31.4
734,68.65,-31.3
735,68.6,-31.4
736,68.44,-31.6
737,68.59,-31.4
738,68.63,-31.4
739,68.57,-31.4
740,68.59,-31.4
741,68.64,-31.4
742,68.5,-31.5
743,68.55,-31.4
744,68.66,-31.3
745,68.57,-31.4
746,68.53,-31.5
747,68.57,-31.4
748,68.54,-31.5
749,68.56,-31.4
750,68.57,-31.4
751,68.61,-31.4
752,68.63,-31.4
753,68.61,-31.4
754,68.6,-31.4
755,68.59,-31.4
756,68.6,-31.4
757,68.66,-31.3
758,68.61,-31.4
759,68.54,-31.5
760,68.58,-31.4
761,68.64,-31.4
762,68.58,-31.4
763,68.6,-31.4
764,68.61,-31.4
765,68.62,-31.4
766,68.58,-31.4
767,68.63,-31.4
768,68.58,-31.4
769,68.57,-31.4
770,68.58,-31.4
771,68.61,-31.4
772,68.57,-31.4
773,68.6,-31.4
774,68.59,-31.4
775,68.6,-31.4
776,68.58,-31.4
777,68.57,-31.4
778,68.64,-31.4
779,68.62,-31.4
780,68.58,-31.4
781,68.58,-31.4
782,68.69,-31.3
783,68.64,-31.4
784,68.63,-31.4
785,68.63,-31.4
786,68.61,-31.4
787,68.57,-31.4
788,68.61,-31.4
789,68.57,-31.4
790,68.56,-31.4
791,68.61,-31.4
792,68.63,-31.4
793,68.6,-31.4
794,68.59,-31.4
795,68.63,-31.4
796,68.6,-31.4
797,68.62,-31.4
798,68.58,-31.4
799,68.61,-31.4
800,68.64,-31.4
801,68.61,-31.4
802,68.57,-31.4
803,68.58,-31.4
804,68.64,-31.4
805,68.62,-31.4
806,68.6,-31.4
807,68.62,-31.4
808,68.59,-31.4
809,68.61,-31.4
810,68.55,-31.4
811,68.58,-31.4
812,68.68,-31.3
813,68.62,-31.4
814,68.57,-31.4
815,68.61,-31.4
816,68.51,-31.5
817,68.61,-31.4
818,68.59,-31.4
819,68.65,-31.3
820,68.6,-31.4
821,68.55,-31.4
822,68.62,-31.4
823,68.64,-31.4
824,68.61,-31.4
825,68.55,-31.4
826,68.57,-31.4
827,68.58,-31.4
828,68.63,-31.4
829,68.6,-31.4
830,68.6,-31.4
831,68.6,-31.4
832,68.57,-31.4
833,68.62,-31.4
834,68.57,-31.4
835,68.57,-31.4
836,68.56,-31.4
837,68.61,-31.4
838,68.56,-31.4
839,68.67,-31.3
840,68.59,-31.4
841,68.58,-31.4
842,68.58,-31.4
843,68.62,-31.4
844,68.58,-31.4
845,68.56,-31.4
846,68.52,-31.5
847,68.62,-31.4
848,68.58,-31.4
849,68.62,-31.4
850,68.64,-31.4
851,68.58,-31.4
852,68.54,-31.5
853,68.56,-31.4
854,68.58,-31.4
855,68.62,-31.4
856,68.53,-31.5
857,68.51,-31.5
858,68.56,-31.4
859,68.57,-31.4
860,68.56,-31.4
861,68.56,-31.4
862,68.56,-31.4
863,68.57,-31.4
864,68.63,-31.4
865,68.6,-31.4
866,68.58,-31.4
867,68.53,-31.5
868,68.61,-31.4
869,68.57,-31.4
870,68.64,-31.4
871,68.61,-31.4
872,68.67,-31.3
873,68.62,-31.4
874,68.57,-31.4
875,68.63,-31.4
876,68.62,-31.4
877,68.57,-31.4
878,68.52,-31.5
879,68.62,-31.4
880,68.65,-31.3
881,68.53,-31.5
882,68.56,-31.4
883,68.72,-31.3
884,68.55,-31.4
885,68.61,-31.4
886,68.65,-31.3
887,68.63,-31.4
888,68.57,-31.4
889,68.67,-31.3
890,68.66,-31.3
891,68.62,-31.4
892,68.6,-31.4
893,68.6,-31.4
894,68.59,-31.4
895,68.67,-31.3
896,68.58,-31.4
897,68.62,-31.4
898,68.56,-31.4
899,68.59,-31.4
900,68.6,-31.4
901,68.59,-31.4
902,68.61,-31.4
903,68.6,-31.4
904,68.56,-31.4
905,68.55,-31.4
906,68.59,-31.4
907,68.6,-31.4
908,68.63,-31.4
909,68.66,-31.3
910,68.65,-31.3
911,68.6,-31.4
912,68.56,-31.4
913,68.58,-31.4
914,68.58,-31.4
915,68.64,-31.4
916,68.57,-31.4
917,68.57,-31.4
918,68.6,-31.4
919,68.6,-31.4
920,68.61,-31.4
921,68.62,-31.4
922,68.59,-31.4
923,68.56,-31.4
924,68.61,-31.4
925,68.64,-31.4
926,68.57,-31.4
927,68.58,-31.4
928,68.63,-31.4
929,68.63,-31.4
930,68.63,-31.4
931,68.6,-31.4
932,68.61,-31.4
933,68.61,-31.4
934,68.59,-31.4
935,68.58,-31.4
936,68.56,-31.4
937,68.6,-31.4
938,68.54,-31.5
939,68.57,-31.4
940,68.57,-31.4
941,68.57,-31.4
942,68.55,-31.4
943,68.49,-31.5
944,68.56,-31.4
945,68.63,-31.4
946,68.56,-31.4
947,68.59,-31.4
948,68.6,-31.4
949,68.59,-31.4
950,68.64,-31.4
951,68.57,-31.4
952,68.56,-31.4
953,68.53,-31.5
954,68.57,-31.4
955,68.58,-31.4
956,68.66,-31.3
957,68.63,-31.4
958,68.6,-31.4
959,68.6,-31.4
960,68.63,-31.4
961,68.66,-31.3
962,68.56,-31.4
963,68.71,-31.3
964,68.62,-31.4
965,68.59,-31.4
966,68.56,-31.4
967,68.58,-31.4
968,68.58,-31.4
969,68.59,-31.4
970,68.65,-31.3
971,68.58,-31.4
972,68.57,-31.4
973,68.51,-31.5
974,68.6,-31.4
975,68.61,-31.4
976,68.59,-31.4
977,68.64,-31.4
978,68.58,-31.4
979,68.58,-31.4
980,68.61,-31.4
981,68.6,-31.4
982,68.61,-31.4
983,68.58,-31.4
984,68.57,-31.4
985,68.58,-31.4
986,68.62,-31.4
987,68.59,-31.4
988,68.61,-31.4
989,68.57,-31.4
990,68.65,-31.3
991,68.68,-31.3
992,68.53,-31.5
993,68.63,-31.4
994,68.59,-31.4
995,68.61,-31.4
996,68.57,-31.4
997,68.53,-31.5
998,68.63,-31.4
999,68.59,-31.4
1000,68.62,-31.4
