timestamp,direction,signal,confidence,kelly_mult,vwap,price,vwap_dev_pct,market_price,win_prob,entry_close,exit_close,bet_usdc,outcome,pnl,bankroll
2022-04-11 20:25 UTC,UP,BOTH,0.9,1.0,41164.64,40097.39,-2.593,0.486,0.592,40097.39,40121.98,4.4,WIN,4.47,92.46
2022-04-12 20:20 UTC,UP,BOTH,0.9,1.0,40015.06,39491.94,-1.307,0.496,0.592,39491.94,39500.11,4.62,WIN,4.51,96.97
2022-04-13 13:10 UTC,UP,BOTH,0.621,1.0,39968.9,39755.16,-0.535,0.5,0.57,39755.16,39729.99,4.85,LOSS,-4.85,92.12
2022-04-14 20:15 UTC,UP,BOTH,0.9,1.0,40662.49,39717.84,-2.323,0.501,0.592,39717.84,39747.88,4.61,WIN,4.41,96.53
2022-04-14 20:25 UTC,UP,BOTH,0.9,1.0,40659.26,39773.63,-2.178,0.481,0.592,39773.63,39839.62,4.83,WIN,5.01,101.54
2022-04-14 20:30 UTC,UP,BOTH,0.9,1.0,40656.94,39839.62,-2.01,0.516,0.592,39839.62,39891.46,5.08,WIN,4.58,106.12
2022-04-14 20:35 UTC,UP,BOTH,0.9,1.0,40654.98,39891.46,-1.878,0.517,0.592,39891.46,39843.49,5.31,LOSS,-5.31,100.81
2022-04-14 20:50 UTC,UP,BOTH,0.9,1.0,40650.79,39876.88,-1.904,0.501,0.592,39876.88,39909.99,5.04,WIN,4.82,105.63
2022-04-14 20:55 UTC,UP,BOTH,0.9,1.0,40648.16,39909.99,-1.816,0.513,0.592,39909.99,39870.32,5.28,LOSS,-5.28,100.35
2022-04-20 20:25 UTC,UP,BOTH,0.715,1.0,41519.28,41232.1,-0.692,0.501,0.577,41232.1,41282.82,5.02,WIN,4.8,105.15
2022-04-20 20:30 UTC,UP,BOTH,0.641,1.0,41518.91,41282.82,-0.569,0.511,0.571,41282.82,41282.83,5.26,WIN,4.84,109.99
2022-04-21 20:45 UTC,UP,BOTH,0.9,1.0,41997.35,40803.44,-2.843,0.49,0.592,40803.44,40742.16,5.5,LOSS,-5.5,104.49
2022-04-22 20:15 UTC,UP,BOTH,0.9,1.0,40114.58,39526.2,-1.467,0.511,0.592,39526.2,39477.23,5.22,LOSS,-5.22,99.27
2022-04-22 20:35 UTC,UP,BOTH,0.9,1.0,40109.02,39470.39,-1.592,0.516,0.592,39470.39,39519.93,4.96,WIN,4.47,103.74
2022-04-22 20:40 UTC,UP,BOTH,0.9,1.0,40108.13,39519.93,-1.467,0.496,0.592,39519.93,39554.46,5.19,WIN,5.07,108.81
2022-04-22 20:45 UTC,UP,BOTH,0.9,1.0,40107.3,39554.46,-1.378,0.502,0.592,39554.46,39586.28,5.44,WIN,5.18,113.99
2022-04-22 20:55 UTC,UP,BOTH,0.9,1.0,40104.2,39623.54,-1.199,0.502,0.592,39623.54,39597.94,5.7,LOSS,-5.7,108.29
2022-04-25 08:05 UTC,UP,BOTH,0.821,1.0,38855.54,38518.23,-0.868,0.499,0.586,38518.23,38515.59,5.41,LOSS,-5.41,102.88
2022-04-26 20:15 UTC,UP,BOTH,0.9,1.0,39390.9,38056.86,-3.387,0.492,0.592,38056.86,38025.37,5.14,LOSS,-5.14,97.74
2022-04-26 20:30 UTC,UP,BOTH,0.9,1.0,39372.74,38126.22,-3.166,0.518,0.592,38126.22,38140.0,4.89,WIN,4.37,102.11
2022-04-26 20:55 UTC,UP,BOTH,0.9,1.0,39346.57,38129.14,-3.094,0.513,0.592,38129.14,38058.61,5.11,LOSS,-5.11,97.0
2022-04-29 13:15 UTC,UP,BOTH,0.656,1.0,39283.4,39050.34,-0.593,0.513,0.572,39050.34,39097.18,4.85,WIN,4.42,101.42
2022-04-29 20:05 UTC,UP,BOTH,0.9,1.0,39025.85,38414.57,-1.566,0.499,0.592,38414.57,38431.65,5.07,WIN,4.89,106.31
2022-04-29 20:15 UTC,UP,BOTH,0.9,1.0,39019.82,38495.0,-1.345,0.485,0.592,38495.0,38550.36,5.32,WIN,5.43,111.74
2022-04-29 20:20 UTC,UP,BOTH,0.9,1.0,39017.02,38550.36,-1.196,0.508,0.592,38550.36,38525.79,5.59,LOSS,-5.59,106.15
2022-04-29 20:50 UTC,UP,BOTH,0.9,1.0,39010.81,38578.43,-1.108,0.512,0.592,38578.43,38564.44,5.31,LOSS,-5.31,100.84
2022-05-01 20:10 UTC,UP,BOTH,0.643,1.0,38036.41,37818.69,-0.572,0.509,0.571,37818.69,37839.18,5.04,WIN,4.67,105.51
2022-05-01 20:15 UTC,UP,BOTH,0.61,1.0,38035.99,37839.18,-0.517,0.519,0.569,37839.18,37874.96,4.97,WIN,4.42,109.93
2022-05-03 20:25 UTC,UP,BOTH,0.9,1.0,38227.1,37636.99,-1.544,0.503,0.592,37636.99,37639.99,5.5,WIN,5.22,115.15
2022-05-03 20:55 UTC,UP,BOTH,0.9,1.0,38218.73,37785.8,-1.133,0.494,0.592,37785.8,37745.92,5.76,LOSS,-5.76,109.39
2022-05-05 20:10 UTC,UP,BOTH,0.9,1.0,37613.89,36383.21,-3.272,0.503,0.592,36383.21,36292.85,5.47,LOSS,-5.47,103.92
2022-05-05 20:30 UTC,UP,BOTH,0.9,1.0,37598.01,36312.72,-3.419,0.515,0.592,36312.72,36275.63,5.2,LOSS,-5.2,98.72
2022-05-05 20:50 UTC,UP,BOTH,0.9,1.0,37588.67,36370.0,-3.242,0.507,0.592,36370.0,36466.44,4.94,WIN,4.61,103.33
2022-05-05 20:55 UTC,UP,BOTH,0.9,1.0,37583.89,36466.44,-2.973,0.511,0.592,36466.44,36429.7,5.17,LOSS,-5.17,98.16
2022-05-06 13:10 UTC,UP,BOTH,0.697,1.0,36169.41,35930.0,-0.662,0.516,0.576,35930.0,35994.88,4.91,WIN,4.42,102.58
2022-05-06 13:55 UTC,UP,BOTH,0.807,1.0,36052.32,35747.51,-0.845,0.49,0.585,35747.51,35834.26,5.13,WIN,5.13,107.71
2022-05-06 14:00 UTC,UP,BOTH,0.656,1.0,36048.38,35834.26,-0.594,0.487,0.572,35834.26,35816.29,5.39,LOSS,-5.39,102.32
2022-05-09 08:35 UTC,UP,BOTH,0.769,1.0,33648.18,33385.19,-0.782,0.511,0.582,33385.19,33372.15,5.12,LOSS,-5.12,97.2
2022-05-09 08:45 UTC,UP,BOTH,0.655,1.0,33644.87,33445.63,-0.592,0.492,0.572,33445.63,33695.11,4.86,WIN,4.82,102.02
2022-05-09 13:05 UTC,UP,BOTH,0.9,1.0,33400.7,32895.88,-1.511,0.495,0.592,32895.88,32939.34,5.1,WIN,5.0,107.02
2022-05-09 13:10 UTC,UP,BOTH,0.9,1.0,33398.14,32939.34,-1.374,0.509,0.592,32939.34,32857.44,5.35,LOSS,-5.35,101.67
2022-05-09 13:30 UTC,UP,BOTH,0.9,1.0,33374.98,33014.64,-1.08,0.504,0.592,33014.64,33281.94,5.08,WIN,4.8,106.47
2022-05-09 20:05 UTC,UP,BOTH,0.9,1.0,32366.41,31420.91,-2.921,0.486,0.592,31420.91,31834.17,5.32,WIN,5.4,111.87
2022-05-09 20:10 UTC,UP,BOTH,0.9,1.0,32359.41,31834.17,-1.623,0.481,0.592,31834.17,31504.99,5.59,LOSS,-5.59,106.28
2022-05-09 20:50 UTC,UP,BOTH,0.9,1.0,32304.82,31331.73,-3.012,0.484,0.592,31331.73,30954.25,5.31,LOSS,-5.31,100.97
2022-05-11 13:20 UTC,UP,BOTH,0.9,1.0,30749.42,29782.34,-3.145,0.492,0.592,29782.34,29859.87,5.05,WIN,5.01,105.98
2022-05-11 20:35 UTC,UP,BOTH,0.9,1.0,30681.78,29301.97,-4.497,0.484,0.592,29301.97,29329.82,5.3,WIN,5.43,111.41
2022-05-11 20:40 UTC,UP,BOTH,0.9,1.0,30678.78,29329.82,-4.397,0.497,0.592,29329.82,29210.06,5.57,LOSS,-5.57,105.84
2022-05-11 21:00 UTC,UP,BOTH,0.9,1.0,30609.21,28916.5,-5.53,0.48,0.592,28916.5,28635.33,5.29,LOSS,-5.29,100.55
2022-05-13 20:15 UTC,UP,BOTH,0.792,1.0,30246.81,29999.0,-0.819,0.505,0.583,29999.0,30051.22,5.03,WIN,4.74,105.29
2022-05-13 20:20 UTC,UP,BOTH,0.687,1.0,30246.52,30051.22,-0.646,0.51,0.575,30051.22,30030.99,5.26,LOSS,-5.26,100.03
2022-05-15 09:00 UTC,UP,BOTH,0.712,1.0,29835.56,29630.88,-0.686,0.516,0.577,29630.88,29592.2,5.0,LOSS,-5.0,95.03
2022-05-16 08:35 UTC,UP,BOTH,0.9,1.0,30173.51,29793.38,-1.26,0.515,0.592,29793.38,29844.47,4.75,WIN,4.3,99.33
2022-05-16 08:40 UTC,UP,BOTH,0.9,1.0,30169.11,29844.47,-1.076,0.494,0.592,29844.47,29789.55,4.97,LOSS,-4.97,94.36
2022-05-16 20:10 UTC,UP,BOTH,0.842,1.0,29895.2,29624.92,-0.904,0.487,0.587,29624.92,29671.86,4.72,WIN,4.78,99.14
2022-05-16 20:15 UTC,UP,BOTH,0.747,1.0,29894.7,29671.86,-0.745,0.5,0.58,29671.86,29631.52,4.96,LOSS,-4.96,94.18
2022-05-16 20:25 UTC,UP,BOTH,0.708,1.0,29894.18,29690.7,-0.681,0.485,0.577,29690.7,29691.4,4.71,WIN,4.8,98.98
2022-05-18 08:25 UTC,UP,BOTH,0.719,1.0,30024.61,29814.92,-0.698,0.494,0.578,29814.92,29754.83,4.95,LOSS,-4.95,94.03
2022-05-18 08:50 UTC,UP,BOTH,0.625,1.0,30015.6,29853.11,-0.541,0.512,0.57,29853.11,29875.17,4.7,WIN,4.3,98.33
2022-05-18 13:10 UTC,UP,BOTH,0.9,1.0,29937.79,29622.88,-1.052,0.511,0.592,29622.88,29615.72,4.92,LOSS,-4.92,93.41
2022-05-18 20:40 UTC,UP,BOTH,0.9,1.0,29564.14,29110.01,-1.536,0.481,0.592,29110.01,29159.96,4.67,WIN,4.84,98.25
2022-05-18 20:45 UTC,UP,BOTH,0.9,1.0,29563.17,29159.96,-1.364,0.519,0.592,29159.96,29211.23,4.91,WIN,4.37,102.62
2022-05-18 20:50 UTC,UP,BOTH,0.9,1.0,29561.91,29211.23,-1.186,0.504,0.592,29211.23,29236.47,5.13,WIN,4.85,107.47
2022-05-20 20:15 UTC,UP,BOTH,0.9,1.0,29792.25,29347.34,-1.493,0.501,0.592,29347.34,29288.27,5.37,LOSS,-5.37,102.1
2022-05-20 21:00 UTC,UP,BOTH,0.9,1.0,29781.09,29216.82,-1.895,0.493,0.592,29216.82,29236.82,5.11,WIN,5.05,107.15
2022-05-23 20:05 UTC,UP,BOTH,0.9,1.0,30144.23,29250.0,-2.966,0.518,0.592,29250.0,29159.54,5.36,LOSS,-5.36,101.79
2022-05-23 20:30 UTC,UP,BOTH,0.9,1.0,30120.63,29289.99,-2.758,0.491,0.592,29289.99,29287.34,5.09,LOSS,-5.09,96.7
2022-05-23 20:40 UTC,UP,BOTH,0.9,1.0,30114.08,29351.29,-2.533,0.487,0.592,29351.29,29402.13,4.84,WIN,4.9,101.6
2022-05-23 20:45 UTC,UP,BOTH,0.9,1.0,30108.8,29402.13,-2.347,0.519,0.592,29402.13,29292.55,5.08,LOSS,-5.08,96.52
2022-05-25 08:05 UTC,UP,BOTH,0.651,1.0,29910.59,29735.74,-0.585,0.504,0.572,29735.74,29800.02,4.83,WIN,4.57,101.09
2022-05-25 13:20 UTC,UP,BOTH,0.695,1.0,29774.08,29577.95,-0.659,0.506,0.576,29577.95,29507.36,5.05,LOSS,-5.05,96.04
2022-05-26 13:30 UTC,UP,BOTH,0.9,1.0,29107.83,28422.55,-2.354,0.495,0.592,28422.55,28367.77,4.8,LOSS,-4.8,91.24
2022-05-26 13:40 UTC,UP,BOTH,0.9,1.0,29083.73,28500.0,-2.007,0.495,0.592,28500.0,28887.24,4.56,WIN,4.47,95.71
2022-05-26 13:45 UTC,UP,BOTH,0.682,1.0,29072.39,28887.24,-0.637,0.505,0.575,28887.24,28796.97,4.79,LOSS,-4.79,90.92
2022-06-01 08:10 UTC,UP,BOTH,0.607,1.0,31675.91,31513.87,-0.512,0.51,0.569,31513.87,31560.01,4.55,WIN,4.2,95.12
2022-06-01 20:45 UTC,UP,BOTH,0.9,1.0,30765.28,29624.74,-3.707,0.485,0.592,29624.74,29662.37,4.76,WIN,4.86,99.98
2022-06-01 21:00 UTC,UP,BOTH,0.9,1.0,30735.4,29713.18,-3.326,0.495,0.592,29713.18,29754.86,5.0,WIN,4.9,104.88
2022-06-03 13:05 UTC,UP,BOTH,0.9,1.0,30110.99,29594.65,-1.715,0.49,0.592,29594.65,29592.13,5.24,LOSS,-5.24,99.64
2022-06-03 13:15 UTC,UP,BOTH,0.9,1.0,30100.04,29665.86,-1.442,0.513,0.592,29665.86,29611.4,4.98,LOSS,-4.98,94.66
2022-06-03 13:30 UTC,UP,BOTH,0.9,1.0,30080.96,29732.56,-1.158,0.501,0.592,29732.56,29701.88,4.73,LOSS,-4.73,89.93
2022-06-03 13:55 UTC,UP,BOTH,0.9,1.0,30052.87,29722.17,-1.1,0.516,0.592,29722.17,29680.95,4.5,LOSS,-4.5,85.43
2022-06-03 20:05 UTC,UP,BOTH,0.823,1.0,29895.05,29634.3,-0.872,0.511,0.586,29634.3,29614.14,4.27,LOSS,-4.27,81.16
2022-06-03 20:40 UTC,UP,BOTH,0.763,1.0,29892.43,29661.53,-0.772,0.513,0.581,29661.53,29693.54,4.06,WIN,3.7,84.86
2022-06-03 20:45 UTC,UP,BOTH,0.698,1.0,29891.87,29693.54,-0.664,0.5,0.576,29693.54,29686.28,4.24,LOSS,-4.24,80.62
2022-06-07 08:05 UTC,UP,BOTH,0.738,1.0,29822.5,29604.6,-0.731,0.499,0.579,29604.6,29615.81,4.03,WIN,3.89,84.51
2022-06-07 08:10 UTC,UP,BOTH,0.715,1.0,29821.86,29615.81,-0.691,0.498,0.577,29615.81,29633.63,4.23,WIN,4.1,88.61
2022-06-07 08:15 UTC,UP,BOTH,0.677,1.0,29820.93,29633.63,-0.628,0.488,0.574,29633.63,29623.11,4.43,LOSS,-4.43,84.18
2022-06-07 13:05 UTC,UP,BOTH,0.801,1.0,29771.27,29522.73,-0.835,0.515,0.584,29522.73,29478.21,4.21,LOSS,-4.21,79.97
2022-06-07 13:20 UTC,UP,BOTH,0.778,1.0,29769.65,29532.42,-0.797,0.482,0.582,29532.42,29542.48,4.0,WIN,4.13,84.1
2022-06-07 13:25 UTC,UP,BOTH,0.757,1.0,29769.04,29542.48,-0.761,0.483,0.581,29542.48,29603.24,4.21,WIN,4.33,88.43
2022-06-07 13:30 UTC,UP,BOTH,0.628,1.0,29766.11,29603.24,-0.547,0.488,0.57,29603.24,29606.29,4.42,WIN,4.45,92.88
2022-06-08 13:05 UTC,UP,BOTH,0.714,1.0,30480.04,30269.66,-0.69,0.504,0.577,30269.66,30310.92,4.64,WIN,4.39,97.27
2022-06-08 20:05 UTC,UP,BOTH,0.869,1.0,30461.04,30172.07,-0.949,0.482,0.59,30172.07,30182.33,4.86,WIN,5.02,102.29
2022-06-08 20:15 UTC,UP,BOTH,0.804,1.0,30460.33,30204.7,-0.839,0.499,0.584,30204.7,30189.37,5.11,LOSS,-5.11,97.18
2022-06-08 20:30 UTC,UP,BOTH,0.777,1.0,30459.59,30217.49,-0.795,0.482,0.582,30217.49,30312.83,4.86,WIN,5.02,102.2
2022-06-10 13:40 UTC,UP,BOTH,0.9,1.0,29873.06,29524.73,-1.166,0.497,0.592,29524.73,29424.4,5.11,LOSS,-5.11,97.09
2022-06-10 20:20 UTC,UP,BOTH,0.9,1.0,29631.33,29200.88,-1.453,0.519,0.592,29200.88,29204.95,4.85,WIN,4.32,101.41
2022-06-10 20:35 UTC,UP,BOTH,0.9,1.0,29629.56,29215.31,-1.398,0.515,0.592,29215.31,29178.01,5.07,LOSS,-5.07,96.34
2022-06-11 13:10 UTC,UP,BOTH,0.9,1.0,28952.9,28561.5,-1.352,0.486,0.592,28561.5,28647.05,4.82,WIN,4.9,101.24
2022-06-11 13:15 UTC,UP,BOTH,0.9,1.0,28947.97,28647.05,-1.04,0.507,0.592,28647.05,28662.09,5.06,WIN,4.73,105.97
2022-06-11 13:20 UTC,UP,BOTH,0.885,1.0,28944.5,28662.09,-0.976,0.486,0.591,28662.09,28675.82,5.3,WIN,5.38,111.35
2022-06-11 13:30 UTC,UP,BOTH,0.644,1.0,28937.58,28771.5,-0.574,0.518,0.572,28771.5,28744.75,5.57,LOSS,-5.57,105.78
2022-06-11 20:15 UTC,UP,BOTH,0.623,1.0,28741.28,28586.47,-0.539,0.504,0.57,28586.47,28566.92,5.29,LOSS,-5.29,100.49
2022-06-12 13:10 UTC,UP,BOTH,0.739,1.0,27644.9,27442.78,-0.731,0.501,0.579,27442.78,27428.6,5.02,LOSS,-5.02,95.47
2022-06-12 20:15 UTC,UP,BOTH,0.699,1.0,27696.43,27512.04,-0.666,0.503,0.576,27512.04,27524.88,4.77,WIN,4.53,100.0
2022-06-13 08:30 UTC,UP,BOTH,0.9,1.0,25582.23,24841.2,-2.897,0.508,0.592,24841.2,24614.79,5.0,LOSS,-5.0,95.0
2022-06-13 13:30 UTC,UP,BOTH,0.9,1.0,24953.96,23807.07,-4.596,0.497,0.592,23807.07,23518.04,4.75,LOSS,-4.75,90.25
2022-06-13 20:05 UTC,UP,BOTH,0.9,1.0,24498.33,23446.11,-4.295,0.5,0.592,23446.11,23399.49,4.51,LOSS,-4.51,85.74
2022-06-13 20:15 UTC,UP,BOTH,0.9,1.0,24495.68,23499.52,-4.067,0.501,0.592,23499.52,23570.59,4.29,WIN,4.1,89.84
2022-06-13 20:20 UTC,UP,BOTH,0.9,1.0,24494.52,23570.59,-3.772,0.481,0.592,23570.59,23606.11,4.49,WIN,4.65,94.49
2022-06-13 21:00 UTC,UP,BOTH,0.9,1.0,24484.38,23378.09,-4.518,0.482,0.592,23378.09,23243.32,4.72,LOSS,-4.72,89.77
2022-06-14 20:50 UTC,UP,BOTH,0.617,1.0,22115.47,21998.64,-0.528,0.518,0.569,21998.64,21989.87,4.36,LOSS,-4.36,85.41
2022-06-15 08:30 UTC,UP,BOTH,0.9,1.0,21189.39,20606.49,-2.751,0.494,0.592,20606.49,20581.28,4.27,LOSS,-4.27,81.14
2022-06-15 09:00 UTC,UP,BOTH,0.9,1.0,21096.94,20413.83,-3.238,0.507,0.592,20413.83,20292.91,4.06,LOSS,-4.06,77.08
2022-06-16 08:20 UTC,UP,BOTH,0.9,1.0,22268.23,21732.81,-2.404,0.498,0.592,21732.81,21737.39,3.85,WIN,3.73,80.81
2022-06-16 08:30 UTC,UP,BOTH,0.9,1.0,22259.61,21808.0,-2.029,0.509,0.592,21808.0,21850.0,4.04,WIN,3.74,84.55
2022-06-16 13:25 UTC,UP,BOTH,0.9,1.0,21778.66,21254.97,-2.405,0.509,0.592,21254.97,21027.96,4.23,LOSS,-4.23,80.32
2022-06-16 13:45 UTC,UP,BOTH,0.9,1.0,21743.57,21151.2,-2.724,0.491,0.592,21151.2,20995.94,4.02,LOSS,-4.02,76.3
2022-06-16 20:45 UTC,UP,BOTH,0.9,1.0,21502.42,20686.58,-3.794,0.49,0.592,20686.58,20694.42,3.81,WIN,3.81,80.11
2022-06-16 21:00 UTC,UP,BOTH,0.9,1.0,21495.26,20790.0,-3.281,0.495,0.592,20790.0,20700.65,4.01,LOSS,-4.01,76.1
2022-06-17 13:15 UTC,UP,BOTH,0.727,1.0,20807.77,20659.7,-0.712,0.483,0.578,20659.7,20616.41,3.8,LOSS,-3.8,72.3
2022-06-17 20:05 UTC,UP,BOTH,0.783,1.0,20744.63,20577.5,-0.806,0.484,0.583,20577.5,20582.93,3.62,WIN,3.71,76.01
2022-06-18 08:25 UTC,UP,BOTH,0.9,1.0,19657.18,19142.94,-2.616,0.501,0.592,19142.94,19190.01,3.8,WIN,3.64,79.65
2022-06-18 13:10 UTC,UP,BOTH,0.9,1.0,19511.78,19192.41,-1.637,0.51,0.592,19192.41,19194.34,3.98,WIN,3.67,83.32
2022-06-18 13:50 UTC,UP,BOTH,0.9,1.0,19502.14,19207.12,-1.513,0.486,0.592,19207.12,19200.11,4.17,LOSS,-4.17,79.15
2022-06-18 14:00 UTC,UP,BOTH,0.9,1.0,19499.96,19230.4,-1.382,0.513,0.592,19230.4,19208.62,3.96,LOSS,-3.96,75.19
2022-06-18 20:35 UTC,UP,BOTH,0.9,1.0,19032.06,17900.07,-5.948,0.505,0.592,17900.07,17761.47,3.76,LOSS,-3.76,71.43
2022-06-18 20:55 UTC,UP,BOTH,0.9,1.0,19006.16,17809.0,-6.299,0.518,0.592,17809.0,18011.27,3.57,WIN,3.19,74.62
2022-06-18 21:00 UTC,UP,BOTH,0.9,1.0,18998.66,18011.27,-5.197,0.509,0.592,18011.27,17959.45,3.73,LOSS,-3.73,70.89
2022-06-19 08:05 UTC,UP,BOTH,0.745,1.0,18508.44,18371.03,-0.742,0.49,0.58,18371.03,18310.0,3.54,LOSS,-3.54,67.35
2022-06-20 20:10 UTC,UP,BOTH,0.814,1.0,20353.64,20179.33,-0.856,0.483,0.585,20179.33,20208.34,3.37,WIN,3.47,70.82
2022-06-20 20:15 UTC,UP,BOTH,0.727,1.0,20353.26,20208.34,-0.712,0.511,0.578,20208.34,20202.55,3.54,LOSS,-3.54,67.28
2022-06-21 20:20 UTC,UP,BOTH,0.9,1.0,21087.83,20815.14,-1.293,0.498,0.592,20815.14,20829.89,3.36,WIN,3.25,70.53
2022-06-21 20:25 UTC,UP,BOTH,0.9,1.0,21087.03,20829.89,-1.219,0.497,0.592,20829.89,20853.55,3.53,WIN,3.43,73.96
2022-06-21 20:35 UTC,UP,BOTH,0.828,1.0,21086.02,20900.45,-0.88,0.48,0.586,20900.45,20945.59,3.7,WIN,3.85,77.81
2022-06-21 20:40 UTC,UP,BOTH,0.698,1.0,21085.44,20945.59,-0.663,0.498,0.576,20945.59,20862.42,3.89,LOSS,-3.89,73.92
2022-06-21 21:00 UTC,UP,BOTH,0.785,1.0,21083.53,20913.1,-0.808,0.503,0.583,20913.1,20905.99,3.7,LOSS,-3.7,70.22
2022-06-22 08:05 UTC,UP,BOTH,0.9,1.0,20373.97,20149.99,-1.099,0.505,0.592,20149.99,20214.27,3.51,WIN,3.3,73.52
2022-06-22 08:10 UTC,UP,BOTH,0.764,1.0,20371.72,20214.27,-0.773,0.519,0.581,20214.27,20212.85,3.68,LOSS,-3.68,69.84
2022-06-22 08:55 UTC,UP,BOTH,0.676,1.0,20362.82,20235.07,-0.627,0.497,0.574,20235.07,20313.22,3.49,WIN,3.39,73.23
2022-06-22 20:10 UTC,UP,BOTH,0.773,1.0,20364.09,20203.59,-0.788,0.482,0.582,20203.59,20187.77,3.66,LOSS,-3.66,69.57
2022-06-22 20:45 UTC,UP,BOTH,0.9,1.0,20348.76,19956.21,-1.929,0.502,0.592,19956.21,19981.26,3.48,WIN,3.32,72.89
2022-06-25 13:10 UTC,UP,BOTH,0.708,1.0,21304.87,21160.0,-0.68,0.496,0.577,21160.0,21173.87,3.64,WIN,3.55,76.44
2022-06-26 20:30 UTC,UP,BOTH,0.618,1.0,21431.82,21318.12,-0.531,0.484,0.569,21318.12,21303.14,3.82,LOSS,-3.82,72.62
2022-06-28 20:10 UTC,UP,BOTH,0.9,1.0,20769.6,20262.1,-2.443,0.514,0.592,20262.1,20260.69,3.63,LOSS,-3.63,68.99
2022-06-28 20:20 UTC,UP,BOTH,0.9,1.0,20766.3,20272.88,-2.376,0.496,0.592,20272.88,20298.09,3.45,WIN,3.37,72.36
2022-06-28 20:25 UTC,UP,BOTH,0.9,1.0,20764.88,20298.09,-2.248,0.499,0.592,20298.09,20226.68,3.62,LOSS,-3.62,68.74
2022-06-28 20:50 UTC,UP,BOTH,0.9,1.0,20758.31,20306.82,-2.175,0.509,0.592,20306.82,20277.57,3.44,LOSS,-3.44,65.3
2022-06-28 21:00 UTC,UP,BOTH,0.9,1.0,20755.95,20311.22,-2.143,0.488,0.592,20311.22,20311.93,3.27,WIN,3.3,68.6
